ADDRESS,Data Split,ZIPCODE,PredictedPrice,PRICE
2108 Kilmer Ln,Train,32703,336922.0,285000
1065 Cavan Dr,Train,32703,709593.0,699000
4702 Kati Lynn Dr,Train,32712,324220.0,330000
2948 Ashwood Ct,Train,32703,373440.0,382000
5466 Hayloft Dr,Train,32712,440456.0,443990
331 Adrienne Dr,Train,32703,267284.0,289000
1907 Rider Rain Ln,Train,32703,523599.0,529990
1615 Chatham Cir,Train,32703,300662.0,300000
601 Dominish Estates Dr,Train,32712,416191.0,419900
3421 Fudge Rd,Train,32712,215412.0,171000
1131 Orange Grove Ln,Train,32712,326445.0,255000
11501 Amber Rdg,Train,32832,384788.0,375000
2313 Park Village Pl,Train,32712,456105.0,400000
3384 Harry St,Train,32712,269322.0,300000
3922 Old Dunn Rd,Train,32712,469766.0,435000
3193 Country Side Dr,Train,32712,343893.0,340000
1360 Cherrybark Rd,Train,32703,309281.0,300000
1706 Pinecliff Dr,Train,32703,565687.0,618218
1641 Lake Marion Dr,Train,32712,423803.0,387000
1163 Whispering Winds Ct,Train,32703,325577.0,340000
8100 Stone Rd,Train,32703,462466.0,485000
2856 Park Meadow Dr,Train,32703,580501.0,545000
1761 Country Terrace Ln,Train,32703,368417.0,370000
249 S McGee Ave,Train,32703,178258.0,106500
1027 Royal Oaks Dr,Train,32703,340334.0,349000
1155 Seburn Rd,Train,32703,407466.0,405000
808 E Orange St,Train,32703,396035.0,399900
1917 Stake Out Way,Train,32703,414281.0,412297
3397 Orange Rose Loop,Train,32712,530479.0,540990
2349 Walnut Hts,Train,32703,440441.0,450000
300 S Aurora Dr,Train,32703,325418.0,309000
1426 Madison Ivy Cir,Train,32712,395831.0,395000
1261 Ashworth Dr,Train,32703,333267.0,335000
5808 Galloping Dr,Train,32712,445515.0,448990
1277 Waterview Ridge Cir,Train,32703,549444.0,537000
2284 Cobblefield Cir,Train,32703,370638.0,368000
1243 Osprey Way,Train,32712,581209.0,549000
1809 Silver Valley Ct,Train,32712,566907.0,579000
1638 Frances Dr,Train,32703,440140.0,479000
548 Hebrides Ct,Train,32712,543745.0,554900
1801 Jainic Loop,Train,32712,603553.0,610000
2509 Dowman Dr,Train,32712,620444.0,640000
2204 Votaw Rd,Train,32703,429155.0,435000
2229 Beardsley Dr,Train,32703,423806.0,420000
5836 Galloping Dr,Train,32712,438745.0,438990
4800 Pierce Arrow Dr,Train,32712,398213.0,397500
1468 Deer Lake Cir,Train,32712,539278.0,560000
1801 Rider Rain Ln,Train,32703,502824.0,491400
3975 Great Smokey Way,Train,32712,479426.0,470000
1525 Oakwood Ct,Train,32703,323124.0,329500
3141 Oak Alley Dr,Train,32703,1214939.0,1300000
1223 Honey Rd,Train,32712,371802.0,367000
1071 Sweet Tree Ct,Train,32712,389353.0,384000
2918 Sand Oak Loop,Train,32712,582732.0,555000
3440 Meadow Breeze Loop,Train,34761,533472.0,475000
70 Jett Loop,Train,32712,369650.0,365000
3652 Chandler Estates Dr,Train,32712,752828.0,800000
3669 Rory Oak Cir,Train,32703,419017.0,433990
6133 Elm Samaras Ln,Train,32712,476208.0,475000
2025 Wildfire Ct,Train,32703,368839.0,372000
3199 Tobago Ct,Train,32703,342608.0,275000
5482 Hayloft Dr,Train,32712,480673.0,478990
2856 Rock Springs Rd,Train,32712,199767.0,220000
1931 Clarcona Rd,Train,32703,372609.0,325000
2092 Majestic Woods Blvd,Train,32712,473275.0,485000
1789 Rider Rain Ln,Train,32703,513105.0,514990
674 Creeping Fig St,Train,32703,755781.0,739990
3856 Brantley Place Cir,Train,32703,784464.0,750000
5523 Hayloft Dr,Train,32712,440665.0,442990
660 Whitetail Loop,Train,32703,357046.0,347900
1092 Lakeside Estates Dr,Train,32703,536494.0,525000
1312 Surf Ave,Train,32703,327500.0,352000
1018 Bear Lake Rd,Train,32703,342189.0,340000
484 Lanarkshire Pl,Train,32712,611915.0,620000
3308 Orange Rose Loop,Train,32712,463537.0,468190
1556 Silver Fox Cir,Train,32712,448289.0,429120
1868 Rider Rain Ln,Train,32703,430316.0,430000
2720 Wekiva Meadows Ct,Train,32712,374982.0,389000
5317 Montford Pl,Train,32712,337666.0,360000
2534 Wekiva Walk Way,Train,32703,430244.0,425000
5554 Hayloft Dr,Train,32712,404445.0,404990
359 Prevo Dr,Train,32712,282208.0,265000
388 Winnway St,Train,32712,350042.0,345000
1322 Palm Dr,Train,32703,1056398.0,1355000
3518 Shirley Dr,Train,32703,368120.0,367500
1756 Waterbeach Ct,Train,32703,367894.0,375000
2000 Heatheroak Dr,Train,32703,356600.0,350000
3736 Kings Canyon Dr,Train,32712,600119.0,585880
2125 Kilmer Ln,Train,32703,336942.0,340000
3823 Walker Rd,Train,32703,290228.0,290000
406 Jillson St,Train,32703,285234.0,260000
3480 Plymouth Sorrento Rd,Train,32712,257558.0,250000
2311 Wekiva Ridge Rd,Train,32712,392434.0,419000
2643 Nova Dr,Train,32703,358880.0,350000
581 Mary Paula Dr,Train,32712,406813.0,408000
1845 Iroquois Dr,Train,32703,283552.0,270000
607 Golden Dawn Ln,Train,32712,631329.0,655000
907 Ridge Spring Ct,Train,32712,560576.0,593000
5839 Galloping Dr,Train,32712,466814.0,433990
560 Summit River Dr,Train,32712,482028.0,459000
860 Stonechapel Ct,Train,32712,308025.0,307000
6085 Elm Samaras Ln,Train,32712,475043.0,466000
1174 Whispering Winds Ct,Train,32703,281399.0,251500
3222 Country Side Dr,Train,32712,499691.0,499999
281 Edisto Pl,Train,32712,370854.0,385000
2695 Hilltop Loop,Train,32712,612266.0,619500
5816 Galloping Dr,Train,32712,439920.0,438990
226 S Apollo Dr,Train,32703,212358.0,218000
1135 Mount Rainier Ct,Train,32712,366324.0,350000
2833 Hilltop Loop,Train,32712,418920.0,400000
2023 Rider Rain Ln,Train,32703,527625.0,537840
2104 Cranberry Isles Way,Train,32712,356094.0,350000
493 Hebrides Ct,Train,32712,722692.0,750000
896 Rock Creek St,Train,32712,582841.0,550000
1952 Rider Rain Ln,Train,32703,425472.0,419851
1511 Dunn Cove Dr,Train,32703,386582.0,389000
5863 Galloping Dr,Train,32712,397990.0,395990
1433 Stoneway Pl,Train,32703,604809.0,645000
332 Apopka Hills Cir,Train,32703,289884.0,283000
1895 Rider Rain Ln,Train,32703,599957.0,588990
3773 Isle Royal Pl,Train,32712,444309.0,437635
2747 Spicebush Loop,Train,32712,500130.0,510000
1765 Riderrain Ln,Train,32703,511481.0,510490
1701 Queen Palm Dr,Train,32712,474719.0,490000
15 E Nightingale St,Train,32712,255208.0,222000
324 Morning Creek Cir,Train,32712,330451.0,349900
1840 Cranberry Isles Way,Train,32712,389036.0,380000
6115 Linneal Beach Dr,Train,32703,1155510.0,1275000
1741 Rider Rain Ln,Train,32703,606840.0,583000
3446 Orange Rose Loop,Train,32712,459160.0,449190
1883 Rider Rain Ln,Train,32703,513691.0,513990
570 Willet Ave,Train,32703,457140.0,427500
1141 Sweet Heather Ln,Train,32712,633011.0,645000
817 Largo Ct,Train,32703,346190.0,350000
2820 Nicholas Ln,Train,32703,426500.0,400000
5203 Pineview Way,Train,32703,1154175.0,1200000
5891 Galloping Dr,Train,32712,403965.0,405990
1656 Imperial Palm Dr,Train,32712,552701.0,505000
390 Lisa Karen Cir,Train,32712,409847.0,420000
2073 Home Again Rd,Train,32712,455437.0,435000
550 Summit River Dr,Train,32712,503826.0,500000
4113 Golden Willow Cir,Train,32712,692999.0,709000
1744 E Welch Rd,Train,32712,225768.0,210500
933 Southern Oak Ln,Train,32712,794567.0,660000
1071 Piedmont Lakes Blvd,Train,32703,368050.0,371478
1526 Pinecliff Dr,Train,32703,1069990.0,1256627
3508 S Citrus Cir Unit GE,Train,32798,196127.0,150000
225 Sutherland Ct,Train,32712,546154.0,560000
1020 Southern Oak Ln,Train,32712,571024.0,545000
3000 Clarcona Rd #2828,Train,32703,160824.0,118000
2095 Rider Rain Ln,Train,32703,501139.0,495990
5221 Blanket Flower St,Train,32712,632612.0,660000
2603 Long Pine Ave,Train,32712,471163.0,414901
4023 W Ponkan Rd,Train,32712,441708.0,465000
303 S Apollo Dr,Train,32703,236849.0,245000
1008 Magnolia Blossom Ct,Train,32712,390230.0,400000
6331 Lake Lerla Dr,Train,32712,330765.0,300000
1856 Rider Rain Ln,Train,32703,419205.0,419990
3814 Aiden Pl,Train,32703,445007.0,470000
5506 Hayloft Dr,Train,32712,443826.0,448990
485 Halter Dr,Train,32712,516717.0,575450
2008 Rider Rain Ln,Train,32703,426216.0,417990
3664 Apopka Ridge Cir,Train,32703,447943.0,465000
2814 Breezy Meadow Rd,Train,32712,488207.0,475000
54 W 10th St,Train,32703,120588.0,80000
5536 Hayloft Dr,Train,32712,398870.0,396990
5490 Hayloft Dr,Train,32712,491911.0,491500
650 Creeping Fig St,Train,32703,764978.0,812160
1163 Saddleback Ridge Rd,Train,32703,320243.0,330000
3443 Players Point Loop,Train,32712,619572.0,625000
5301 Pineview Way,Train,32703,391548.0,463500
226 N Lake Ave,Train,32703,382957.0,243200
3518 Kilmarnock Dr,Train,32712,627884.0,650000
1952 Frenzel Dr,Train,32703,315794.0,335000
1730 Country Terrace Ln,Train,32703,312708.0,310000
282 W Summit St,Train,32712,305792.0,270000
191 Caldwell St,Train,32712,343628.0,321000
214 Sharp St,Train,32712,322351.0,334900
750 N Lake Ave,Train,32712,310966.0,305000
116 Edgewood Dr,Train,32703,339434.0,335000
4635 Laurel Site Loop,Train,32712,530963.0,536990
230 W Magnolia St,Train,32703,304507.0,335000
1747 Crowncrest Dr,Train,32703,560623.0,645000
209 Wekiva Pointe Cir,Train,32712,524810.0,554000
1705 Rider Rain Ln,Train,32703,518757.0,525490
1955 Rider Rain Ln,Train,32703,522528.0,520990
445 Songbird Way,Train,32712,481502.0,501003
5530 Galloping Dr,Train,32712,427600.0,415000
218 Wekiva Pointe Cir,Train,32712,463758.0,490000
1836 Hidden Pine Ln,Train,32712,520565.0,535000
5306 Marshelder St,Train,32712,642319.0,650000
1011 Piedmont Oaks Dr,Train,32703,361536.0,370000
5121 Blanket Flower St,Train,32712,417825.0,417000
550 Sundown Ct,Train,32712,286902.0,280000
2155 Palm View Dr,Train,32712,628074.0,662500
3811 Lorne Ct,Train,32712,614554.0,609900
2332 Pond Cove Way,Train,32712,631242.0,650000
2639 Arbor Dune Ave,Train,32712,527408.0,558474
1135 Linkside Ct,Train,32712,275130.0,258000
1440 Waterview Ridge Cir,Train,32703,587218.0,540000
30442 Pga Dr,Train,32776,307646.0,307000
2655 Sheila Dr,Train,32712,442959.0,426000
1440 Eden Dr,Train,32703,305830.0,304000
3630 Supreme Ct,Train,32703,765168.0,720000
4117 Jespersen St,Train,32712,451093.0,451990
3418 Douglas Fir Dr,Train,32703,597233.0,599625
212 S Atlas Dr,Train,32703,307502.0,302000
2672 Ginseng Ivy St,Train,32703,500164.0,510667
1216 Windward Dr,Train,32703,339349.0,335000
763 Via Milano,Train,32712,386598.0,383000
1575 Belfast Ct,Train,32712,450918.0,461000
900 Khingan Ct,Train,32712,398239.0,404000
3788 Brantley Place Cir,Train,32703,487765.0,520000
1461 Pinecliff Dr,Train,32703,697264.0,758114
5638 Paddock Fence Ln,Train,32712,394560.0,389990
1200 Pat Patterson Ct,Train,32712,388627.0,392000
905 Suwannee Dr,Train,32703,353730.0,345000
1373 Welch Ridge Ter,Train,32712,385045.0,385000
1536 Errol Pkwy,Train,32712,557197.0,512000
3791 Brantley Place Cir,Train,32703,811116.0,800000
2071 Rider Rain Ln,Train,32703,499399.0,491990
701 Bonsai St,Train,32703,412458.0,422000
1604 Old Apopka Rd,Train,32703,256044.0,235000
1172 Degraw Dr,Train,32712,592770.0,585000
11155 Amber Ridge Dr,Train,32798,486519.0,479990
3415 Orange Rose Loop,Train,32712,659428.0,620380
908 Hilly Bend Dr,Train,32712,391062.0,333000
1414 Rolling Green Dr,Train,32703,273315.0,269000
856 LA Gran Via Ln,Train,32703,416432.0,405000
12 Pine Forest Pl,Train,32712,389957.0,385000
1539 Solway Ct,Train,32712,482488.0,498500
1215 Marie Ave,Test,32703,256220.0,200000
5513 Hayloft Dr,Test,32712,440990.0,436440
1507 Aurora Ridge Dr,Test,32798,481184.0,479990
1420 Bethesda St,Test,32703,306127.0,225000
3050 Rolling Hills Ln,Test,32712,597382.0,660000
4196 Winding Pines Dr,Test,32712,603678.0,667830
1161 Spinning Wheel Dr,Test,32712,605772.0,551000
2131 Golden Ivy Way,Test,32703,425575.0,422000
464 Whispering Oak Ln,Test,32712,459088.0,510000
4113 Jespersen St,Test,32712,498457.0,465000
5824 Galloping Dr,Test,32712,439430.0,443990
1928 Rider Rain Ln,Test,32703,429211.0,414990
1919 Rider Rain Ln,Test,32703,516040.0,519990
2778 Golden Barrel Ave,Test,32712,543516.0,558847
822 Swaying Palm Dr,Test,32712,512812.0,600000
1238 Admiral Dr,Test,32703,240772.0,280000
1421 Stoneway Pl,Test,32703,698555.0,720501
3561 Chinkapin Oak Ln,Test,32703,419817.0,446990
1943 Rider Rain Ln,Test,32703,599917.0,584990
1226 Deer Lake Cir,Test,32712,520324.0,578000
1463 Cedar Glen Dr,Test,32712,460220.0,482000
2059 Rider Rain Ln,Test,32703,601599.0,588904
1155 Orange Grove Ln,Test,32712,342366.0,380000
5831 Galloping Dr,Test,32712,403730.0,395990
1270 Stoneywood Way,Test,32712,385757.0,419000
5847 Galloping Dr,Test,32712,399210.0,397990
3772 Cochran St,Test,32703,219792.0,130000
4120 Jespersen St,Test,32712,483368.0,405450
4154 Jespersen St,Test,32712,468369.0,399990
442 Tanglewilde St,Test,32712,317550.0,343000
3674 Rory Oak Cir,Test,32703,433315.0,450000
3555 Chinkapin Oak Ln,Test,32703,435807.0,463990
1719 Finley Ave,Test,32703,818743.0,480000
1229 Hillcrest View Loop,Test,32703,596468.0,592000
1020 Lakeside Estates Dr,Test,32703,490606.0,516000
110 Wekiva Pointe Cir,Test,32712,620320.0,522000
2221 White Jasmine Ct,Test,32712,1041268.0,685000
103 N Atlas Dr,Test,32703,305418.0,305000
729 Grand Hilltop Dr,Test,32703,747763.0,535000
438 W Kelly Park Rd,Test,32712,410155.0,310000
1904 Rider Rain Ln,Test,32703,432055.0,414990
644 Maya Susan Loop,Test,32712,411060.0,355000
1209 Highland Acres Dr,Test,32703,457642.0,266000
9744 Cub Cv,Test,32703,1067746.0,539000
3228 Country Side Dr,Test,32712,611801.0,624000
1940 Rider Rain Ln,Test,32703,519208.0,414990
1600 Crowncrest Dr,Test,32703,480160.0,379995
2016 Sanderlin Point Loop,Test,32703,506110.0,430000
6340 Oren Ct,Test,32712,307963.0,280000
2926 Falconhill Dr,Test,32712,1043898.0,750000
505 Harvard Pl,Test,32703,293280.0,315000
5620 Paddock Fence Ln,Test,32712,394830.0,400490
2320 Blue Meadows Ct,Test,32703,439951.0,556000
1916 Rider Rain Ln,Test,32703,426393.0,436889
1321 Peach St,Test,32703,446881.0,300000
842 Palm Oak Dr,Test,32712,534609.0,650000
5505 Hayloft Dr,Test,32712,440645.0,443320
2484 Cedar Rose St,Test,32712,485780.0,449995
